#lat_deg,#lon_deg,#clean_adm2,#water_source_category,#water_tech_category,#install_year,#management_clean,#subjective_quality,water_point_population,local_population_1km,crucialness_score
6.3550817,5.0149233,Ovia South-West,Well,Mechanized Pump,NA,NA,Acceptable quality,1198,1198,1
6.4098567,2.931465,Badagry,Well,Mechanized Pump,2009,Community Management,Acceptable quality,614,3424,0.179322429906542
6.0738917,8.681225,Ikom,Well,Mechanized Pump,NA,Direct Government Operation,Acceptable quality,804,804,1
6.4529567,6.2765383,Esan South-East,Well,Mechanized Pump,NA,NA,Acceptable quality,6471,6471,1
6.2723995,5.6570807,Ikpoba-Okha,Well,Mechanized Pump,2008,NA,Acceptable quality,3306,6596,0.501212856276531
6.4140633,4.095815,Ibeju-Lekki,Well,Mechanized Pump,1999,NA,Acceptable quality,660,6823,0.0967316429723
6.6821226,6.3213146,Esan North-East,Well,Mechanized Pump,NA,NA,Acceptable quality,1770,2393,0.739657333890514
6.3023832,7.5611001,Nkanu West,Well,Hand Pump,2003,NA,No because of Taste,1244,4188,0.297039159503343
6.010975,8.0075217,Onicha,Well,Hand Pump,NA,Community Management,No because of Taste,0,0,NA
6.354475,5.0189133,Ovia South-West,Well,Mechanized Pump,NA,NA,Acceptable quality,1302,1302,1
6.3458917,5.6137533,Oredo,Well,Mechanized Pump,NA,Direct Government Operation,Acceptable quality,99,1174,0.084327086882453
6.4582855,6.9984554,Ayamelum,Well,Hand Pump,NA,NA,Acceptable quality,0,0,NA
6.1642983,8.470465,Ikom,Well,Hand Pump,NA,NA,No because of Taste,102,102,1
6.2651917,6.9251933,Oyi,Well,Mechanized Pump,NA,NA,Acceptable quality,598,2601,0.229911572472126
5.1437917,8.0309917,Itu,Well,Mechanized Pump,NA,Community Management,No because of Taste,405,1002,0.404191616766467
6.34579,5.6241633,Oredo,Well,Mechanized Pump,NA,Direct Government Operation,Acceptable quality,0,12,NA
6.4263567,4.91738,Ese-Odo,Well,Hand Pump,NA,NA,No because of Taste,4995,17473,0.28586962742517
6.8781894,7.3775177,Nsukka,Well,Mechanized Pump,2005,NA,Acceptable quality,601,692,0.86849710982659
6.2646833,7.9186267,Ezza North,Well,Hand Pump,NA,NA,Acceptable quality,0,0,NA
6.7233617,4.6475967,Okitipupa,Well,Mechanized Pump,2013,NA,Acceptable quality,1679,1679,1
6.6125014,8.0411494,Ohaukwu,Well,Mechanized Pump,NA,NA,No because of Colour,213,964,0.220954356846473
6.597725,9.119265,Obanliku,Well,Hand Pump,2013,NA,Acceptable quality,74,721,0.102635228848821
6.3435367,5.6133967,Oredo,Well,Mechanized Pump,NA,NA,No because of Taste,122,1360,0.089705882352941
6.0477264,6.9926929,Anaocha,Well,Mechanized Pump,NA,NA,No because of Taste,3109,5580,0.557168458781362
5.9995411,7.845605,Ohaozara,Well,Hand Pump,NA,NA,Acceptable quality,5,31,0.161290322580645
6.0327767,7.8202333,Ohaozara,Well,Mechanized Pump,NA,Community Management,Acceptable quality,129,1072,0.120335820895522
6.2107483,8.2254833,Abakaliki,Well,Hand Pump,NA,NA,No because of Odour,3423,9457,0.361954108068098
6.3616026,7.863325,Ishielu,Well,Hand Pump,NA,NA,No because of Taste,2,24,0.083333333333333
6.78436,5.591225,Ose,Well,Hand Pump,1999,Community Management,Acceptable quality,1978,6277,0.315118687270989
6.9683233,8.2951783,Obi,Well,Hand Pump,NA,Community Management,Acceptable quality,213,1275,0.167058823529412
6.3276183,8.0735033,Ebonyi,Well,Hand Pump,NA,NA,Acceptable quality,79,289,0.273356401384083
6.9641533,4.81569,Ondo West,Well,Mechanized Pump,2006,Community Management,Acceptable quality,3432,3432,1
6.048145,7.8630083,Onicha,Well,Mechanized Pump,NA,Community Management,Acceptable quality,0,0,NA
5.91711,8.106215,Abi,Well,Hand Pump,NA,NA,Acceptable quality,0,0,NA
6.5173283,4.6782983,Okitipupa,Spring,Hand Pump,NA,NA,Acceptable quality,202,202,1
6.1064433,6.0472317,Orhionmwon,Well,Mechanized Pump,NA,Other,Acceptable quality,547,1443,0.379071379071379
6.7410033,6.22265,Esan Central,Well,Mechanized Pump,NA,NA,Acceptable quality,9547,9547,1
6.000265,8.7442617,Ikom,Well,Mechanized Pump,NA,Community Management,No because of Odour,2480,2480,1
6.7203483,4.4525317,Odigbo,Well,Mechanized Pump,2005,NA,No because of Taste,4338,7616,0.569590336134454
6.72785,8.7601367,Yala,Well,Hand Pump,NA,NA,No because of Taste,77,349,0.220630372492837
6.6838667,8.8927333,Bekwarra,Well,Hand Pump,2005,NA,Acceptable quality,260,693,0.375180375180375
6.8245967,4.59243,Odigbo,Well,Mechanized Pump,NA,NA,Acceptable quality,3819,5881,0.649379357252168
6.6080727,6.1006031,Esan West,Well,Mechanized Pump,2011,NA,Acceptable quality,681,1484,0.458894878706199
6.0030567,8.7424467,Ikom,Well,Mechanized Pump,NA,Community Management,Acceptable quality,2617,2617,1
6.2817733,6.0613067,Ika South,Well,Mechanized Pump,NA,NA,No because of Taste,1171,2342,0.5
6.0179933,7.7164183,Ohaozara,Well,Mechanized Pump,NA,NA,No because of Colour,581,1104,0.526268115942029
6.3296403,7.7991407,Ishielu,Well,Hand Pump,NA,NA,No because of Taste,1110,1110,1
6.0592717,8.2962733,Obubra,Well,Hand Pump,NA,Community Management,No because of Odour,207,519,0.398843930635838
6.152675,8.2224433,Ikwo,Well,Hand Pump,NA,NA,No because of Taste,0,0,NA
6.0622833,8.2655917,Ikwo,Well,Hand Pump,NA,NA,No because of Taste,0,0,NA
6.5041897,6.2129815,Igueben,Well,Mechanized Pump,2007,NA,Acceptable quality,2612,5209,0.50143981570359
6.1863667,8.3718617,Obubra,Well,Hand Pump,NA,Other,Acceptable quality,872,3405,0.256093979441997
6.8251668,3.9893198,Ijebu East,Well,Mechanized Pump,NA,NA,Acceptable quality,149,710,0.209859154929577
6.8724817,5.7525,Owan West,Well,Mechanized Pump,NA,NA,Acceptable quality,1340,2874,0.46624913013222
6.032525,7.8141017,Ohaozara,Well,Hand Pump,NA,Community Management,Acceptable quality,200,1135,0.176211453744493
6.1490969,6.7862362,Anambra East,Well,Hand Pump,2011,Direct Government Operation,Acceptable quality,95,342,0.277777777777778
6.7026767,8.900345,Bekwarra,Well,Hand Pump,2010,NA,No because of Taste,304,2312,0.131487889273356
6.136275,7.9518633,Ezza North,Well,Hand Pump,NA,NA,No because of Colour,0,0,NA
6.4413033,8.7901017,Boki,Well,Mechanized Pump,2010,Community Management,No because of Taste,732,2758,0.265409717186367
6.7875383,3.923535,Odogbolu,Well,Mechanized Pump,2008,Community Management,Acceptable quality,1927,5808,0.331783746556474
5.6333345,7.8264576,Ohafia,Well,Mechanized Pump,NA,Other,Acceptable quality,15476,15912,0.972599296128708
6.1966617,8.6296833,Ikom,Well,Hand Pump,NA,Other,Acceptable quality,626,3507,0.178500142571999
6.540275,4.3378283,Ogun Waterside,Well,Mechanized Pump,2005,Direct Government Operation,Acceptable quality,431,3237,0.13314797652147
6.6540183,8.42617,Yala,Well,Mechanized Pump,NA,NA,Acceptable quality,665,665,1
6.22175,7.9036,Ezza North,Well,Hand Pump,NA,NA,No because of Taste,0,0,NA
6.119585,6.0804367,Orhionmwon,Well,Mechanized Pump,NA,Other,Acceptable quality,858,2247,0.381842456608812
6.9237917,9.2794183,Ushongo,Well,Hand Pump,NA,Community Management,Acceptable quality,44,44,1
5.8102667,8.0738433,Yakurr,Well,Mechanized Pump,2008,Community Management,Acceptable quality,0,0,NA
6.271055,6.9232883,Oyi,Well,Mechanized Pump,NA,Other,No because of Colour,477,2401,0.198667221990837
6.0318883,8.7476467,Ikom,Well,Mechanized Pump,NA,NA,No because of Taste,5064,5064,1
6.69193,8.9392983,Bekwarra,Well,Mechanized Pump,2012,Direct Government Operation,No because of Taste,418,647,0.646058732612056
6.4662253,7.7892626,Ishielu,Well,Hand Pump,NA,NA,No because of Odour,989,2887,0.342570142015934
6.7084468,6.1510017,Esan Central,Well,Mechanized Pump,2015,Community Management,Acceptable quality,4314,4314,1
6.7549167,6.1343583,Esan West,Well,Mechanized Pump,NA,NA,No because of Taste,8752,9042,0.967927449679274
6.7000819,7.4271295,Igbo-Etiti,Well,Hand Pump,1994,NA,Acceptable quality,4015,6835,0.587417702999268
6.6228483,9.1160833,Obudu,Well,Mechanized Pump,2010,NA,Acceptable quality,553,2893,0.191151054268925
6.26315,6.9284017,Oyi,Well,Mechanized Pump,1998,School Management,Acceptable quality,741,3368,0.220011876484561
6.998455,4.69468,Ondo West,Well,Mechanized Pump,1996,Direct Government Operation,Acceptable quality,831,831,1
6.5841841,3.2811956,Alimosho,Well,Mechanized Pump,1987,Direct Government Operation,Acceptable quality,79,2055,0.038442822384428
6.57186,5.3514983,Ovia South-West,Well,Mechanized Pump,NA,NA,No because of Taste,363,2827,0.1284046692607
6.3679956,7.8685811,Ishielu,Well,Hand Pump,NA,NA,No because of Taste,1,24,0.041666666666667
6.7019317,7.3210188,Igbo-Etiti,Well,Mechanized Pump,NA,Direct Government Operation,Acceptable quality,1814,4021,0.451131559313604
6.4724781,8.8600179,Ogoja,Well,Hand Pump,2009,Community Management,Acceptable quality,687,880,0.780681818181818
6.6127133,3.2781733,Alimosho,Well,Mechanized Pump,NA,Other,Acceptable quality,234,1520,0.153947368421053
6.1128384,7.9026964,Ezza South,Well,Hand Pump,NA,NA,No because of Odour,6,73,0.082191780821918
6.2238047,7.295246,Udi,Well,Mechanized Pump,NA,NA,Acceptable quality,19,19,1
6.7076035,3.2405079,Ado Odo/Ota,Well,Mechanized Pump,2012,NA,Acceptable quality,18,52,0.346153846153846
6.222795,6.0814717,Orhionmwon,Well,Mechanized Pump,1997,Other,Acceptable quality,594,594,1
6.7146783,6.35718,Esan North-East,Well,Mechanized Pump,NA,NA,No because of Odour,9931,9931,1
6.70138,8.9687567,Bekwarra,Well,Hand Pump,2011,NA,No because of Taste,2655,6058,0.438263453284912
6.4312017,3.3764767,Apapa,Well,Mechanized Pump,2010,Community Management,Acceptable quality,23237,23237,1
6.2870512,8.0600177,Abakaliki,Well,Hand Pump,NA,NA,Acceptable quality,0,0,NA
6.4880817,8.8037033,Boki,Well,Hand Pump,NA,NA,Acceptable quality,119,1346,0.088410104011887
6.1579633,6.9475383,Njikoka,Well,Mechanized Pump,2013,NA,Acceptable quality,2716,5840,0.465068493150685
6.28396,6.0572267,Ika South,Well,Mechanized Pump,NA,NA,No because of Taste,921,1690,0.544970414201183
6.4899689,7.9405603,Ohaukwu,Well,Hand Pump,NA,NA,Acceptable quality,677,1096,0.617700729927007
6.1355701,7.2396879,Oji-River,Well,Mechanized Pump,NA,NA,No because of Odour,1311,1311,1
6.1854446,8.0326092,Ezza South,Well,Hand Pump,NA,NA,No because of Colour,0,0,NA
5.757305,8.0852083,Yakurr,Well,Mechanized Pump,NA,NA,Acceptable quality,3045,15966,0.190717775272454
6.8685633,5.7541867,Owan West,Well,Mechanized Pump,2006,NA,Acceptable quality,1518,3370,0.450445103857567
6.002435,7.1632617,Orumba South,Well,Mechanized Pump,2013,NA,Acceptable quality,207,207,1
6.52591,9.167995,Obanliku,Well,Hand Pump,NA,NA,Acceptable quality,557,611,0.911620294599018
6.838545,3.76269,Odogbolu,Well,Mechanized Pump,2000,Private Operator/Delegated Management,Acceptable quality,1380,5648,0.244334277620397
6.97924,6.5041283,Etsako Central,Well,Hand Pump,2012,NA,No because of Colour,3072,3072,1
6.595045,8.8995833,Bekwarra,Well,Hand Pump,NA,Community Management,No because of Colour,3525,8186,0.430613242120694
6.430235,4.9121767,Ese-Odo,Well,Mechanized Pump,2014,NA,Acceptable quality,1296,4796,0.27022518765638
6.7926733,4.86479,Odigbo,Well,Mechanized Pump,NA,NA,Acceptable quality,548,2323,0.235901851054671
6.0810301,7.9873892,Ezza South,Well,Hand Pump,NA,Community Management,Acceptable quality,0,0,NA
6.4663417,8.9839217,Obudu,Well,Mechanized Pump,NA,NA,Acceptable quality,488,1794,0.272017837235229
6.9822383,4.8471533000000004,Ondo West,Well,Mechanized Pump,2013,NA,Acceptable quality,7653,7653,1
6.3839869,8.161494,Ebonyi,Well,Hand Pump,NA,Community Management,Acceptable quality,442,648,0.682098765432099
6.3461133,4.9723117,Irele,Well,Hand Pump,2005,NA,No because of Colour,0,0,NA
6.0283214,6.750945,Ogbaru,Well,Hand Pump,2012,Direct Government Operation,No because of Odour,1714,9891,0.173288848448084
6.8330119,3.9937005,Ijebu East,Well,Mechanized Pump,NA,NA,Acceptable quality,66,432,0.152777777777778
6.9051047,7.4744004,Igbo-eze South,Well,Mechanized Pump,NA,Other,Acceptable quality,4079,4645,0.878148546824542
5.6115709,7.3437811,Ihitte/Uboma,Well,Mechanized Pump,NA,NA,Acceptable quality,3355,10176,0.329697327044025
6.2084656,7.3082006,Udi,Well,Mechanized Pump,NA,NA,No because of Odour,58,58,1
6.1386362,7.9007335,Ezza South,Well,Hand Pump,NA,Community Management,Acceptable quality,0,0,NA
6.1956154,6.9729467,Njikoka,Well,Mechanized Pump,2013,School Management,Acceptable quality,827,3003,0.275391275391275
6.1111752,7.829307,Onicha,Well,Hand Pump,NA,Community Management,No because of Odour,0,0,NA
6.6872983,2.8370483,Ipokia,Well,Mechanized Pump,2008,Other,Acceptable quality,1915,1915,1
6.6076033,3.294705,Ikeja,Well,Mechanized Pump,NA,Other,No because of Taste,2,61,0.032786885245902
6.2919389,8.0895093,Abakaliki,Well,Hand Pump,NA,NA,No because of Colour,1595,4053,0.39353565260301
6.4137367,4.094405,Ibeju-Lekki,Well,Mechanized Pump,NA,Direct Government Operation,No because of Odour,774,7344,0.105392156862745
6.1912983,8.6296067,Ikom,Well,Hand Pump,NA,NA,Acceptable quality,634,4619,0.137259147001515
6.278465,8.9122883,Boki,Well,Mechanized Pump,NA,Direct Government Operation,Acceptable quality,2824,2824,1
6.6629467,5.067525,Irele,Well,Mechanized Pump,NA,NA,Acceptable quality,905,905,1
6.2594895,7.4339033,Awgu,Well,Hand Pump,NA,NA,No because of Colour,3135,3135,1
6.214073,7.7924467,Onicha,Well,Hand Pump,NA,NA,No because of Odour,292,1174,0.248722316865417
6.423648,2.8485271,Badagry,Well,Mechanized Pump,2008,Community Management,Acceptable quality,556,556,1
6.3134632999999996,5.6379067,Ikpoba-Okha,Well,Mechanized Pump,NA,School Management,Acceptable quality,1074,2361,0.454891994917408
6.9969267,4.9361867,Ondo East,Well,Hand Pump,2013,NA,No because of Taste,734,734,1
6.8398533,3.6522833,Shagamu,Well,Mechanized Pump,2001,Community Management,Acceptable quality,231,519,0.445086705202312
6.2139183,6.852555,Oyi,Well,Mechanized Pump,NA,NA,No because of Colour,1092,2832,0.385593220338983
6.2934333,6.0320933,Orhionmwon,Well,Mechanized Pump,NA,NA,No because of Taste,5500,9167,0.599978182611541
6.1740459,7.7328095,Onicha,Well,Hand Pump,NA,Community Management,No because of Taste,1655,6899,0.239889839107117
6.147315,7.7849767,Onicha,Well,Hand Pump,NA,Community Management,Acceptable quality,325,807,0.40272614622057
6.0477767,8.262945,Ikwo,Well,Hand Pump,NA,NA,No because of Colour,0,0,NA
6.4796322,7.4964959,Enugu East,Spring,Mechanized Pump,NA,NA,Acceptable quality,44770,47593,0.940684554451285
6.3731617,8.4559517,Yala,Well,Mechanized Pump,NA,Direct Government Operation,Acceptable quality,96,365,0.263013698630137
6.3886133,8.8047,Boki,Well,Hand Pump,2005,NA,No because of Taste,1017,1017,1
6.498885,2.954835,Badagry,Well,Mechanized Pump,2002,Community Management,Acceptable quality,25,272,0.091911764705882
6.0183217,8.8191317,Etung,Well,Mechanized Pump,NA,NA,Acceptable quality,15,25,0.6
6.64212,3.7132667,Epe,Well,Mechanized Pump,NA,NA,Acceptable quality,522,3745,0.139385847797063
6.9222133,4.0115162,Ijebu North-East,Well,Mechanized Pump,NA,NA,Acceptable quality,708,1361,0.520205731080088
6.9813617,9.7212822,Ussa,Well,Hand Pump,NA,Direct Government Operation,Acceptable quality,2344,4322,0.542341508560852
6.7939433,7.9609367,Ado,Well,Hand Pump,NA,NA,No because of Taste,975,2295,0.42483660130719
6.3459233,5.6588133,Ikpoba-Okha,Well,Mechanized Pump,NA,Direct Government Operation,Acceptable quality,907,4736,0.191511824324324
5.950355,8.26161,Obubra,Well,Hand Pump,2010,Direct Government Operation,Acceptable quality,55,346,0.158959537572254
6.183165,7.9915133,Ezza South,Well,Hand Pump,NA,NA,No because of Colour,0,0,NA
6.3512733,5.6587167,Ikpoba-Okha,Well,Mechanized Pump,NA,Direct Government Operation,Acceptable quality,720,4871,0.147813590638473
6.06301,7.8699083,Onicha,Well,Hand Pump,NA,NA,No because of Colour,0,0,NA
6.1762599,6.9746242,Njikoka,Well,Hand Pump,2013,Other,Acceptable quality,3000,4805,0.624349635796046
6.3436283,4.92131,Ese-Odo,Well,Hand Pump,2009,NA,No because of Odour,4793,13910,0.344572250179727
6.8996147,5.9374253,Owan West,Well,Mechanized Pump,NA,Other,Acceptable quality,1483,1985,0.747103274559194
6.3275467,8.08979,Ebonyi,Well,Hand Pump,NA,NA,Acceptable quality,254,1842,0.137893593919653
6.5517578,8.7157654,Ogoja,Well,Mechanized Pump,2004,NA,Acceptable quality,252,320,0.7875
6.05697,8.3424867,Obubra,Well,Hand Pump,NA,NA,No because of Odour,229,1673,0.136879856545129
6.9017839,3.9685723,Ijebu North-East,Well,Mechanized Pump,2015,Direct Government Operation,Acceptable quality,850,850,1
6.2834765,8.1838377,Abakaliki,Well,Hand Pump,NA,NA,Acceptable quality,412,1351,0.304959289415248
6.5392533,8.5746867,Yala,Well,Mechanized Pump,NA,Community Management,Acceptable quality,1197,1197,1
6.3883256,6.9418163,Anambra East,Well,Hand Pump,2015,Direct Government Operation,No because of Odour,3687,5562,0.662891046386192
6.3638045,5.6113158,Egor,Well,Mechanized Pump,2009,NA,No because of Odour,852,4529,0.188120998012806
6.222775,8.2586,Abakaliki,Well,Hand Pump,NA,NA,No because of Taste,0,0,NA
6.1320313,8.0650156,Ezza South,Well,Mechanized Pump,NA,Direct Government Operation,No because of Odour,0,0,NA
6.2411833,7.058755,Awka South,Well,Hand Pump,NA,NA,Acceptable quality,132,132,1
5.0564869,8.3521238,Calabar,Well,Hand Pump,NA,Health Care Facility,No because of Taste,5536,12090,0.457899090157155
6.6632247,6.6769601,Ibaji,Well,Hand Pump,1975,Community Management,Acceptable quality,15438,15438,1
6.96287,3.0361667,Yewa North,Well,Mechanized Pump,NA,NA,Acceptable quality,2054,2054,1
6.9846183,4.9570483,Ondo East,Well,Hand Pump,2011,NA,Acceptable quality,588,1185,0.49620253164557
6.1554417,5.2168716999999996,Ovia South-West,Well,Mechanized Pump,2014,NA,Acceptable quality,2978,2978,1
6.3783967,5.0392517,Irele,Well,Mechanized Pump,NA,NA,Acceptable quality,4625,4625,1
6.6127443,5.9836976,Uhunmwonde,Well,Mechanized Pump,NA,NA,Acceptable quality,318,1160,0.274137931034483
6.6508017,8.1786567,Izzi,Well,Hand Pump,NA,Community Management,Acceptable quality,75,141,0.531914893617021
6.7000646,7.3208731,Igbo-Etiti,Well,Mechanized Pump,NA,Direct Government Operation,Acceptable quality,1867,4121,0.453045377335598
6.1250956,8.0528917,Ezza South,Well,Mechanized Pump,NA,NA,No because of Colour,0,0,NA
6.30692,4.7566033,Ilaje,Well,Mechanized Pump,2013,NA,No because of Colour,0,0,NA
5.8059667,8.0858283,Yakurr,Well,Hand Pump,2008,Community Management,Acceptable quality,0,0,NA
6.3354575,6.8262756,Anambra East,Well,Mechanized Pump,NA,NA,Acceptable quality,337,479,0.703549060542798
6.0420217,6.9088333,Idemili South,Well,Mechanized Pump,NA,Community Management,No because of Colour,2319,6323,0.366756286572829
6.0271433,8.8475133,Etung,Well,Mechanized Pump,NA,NA,No because of Taste,0,0,NA
6.6987367,4.8693317,Odigbo,Well,Mechanized Pump,2006,Direct Government Operation,Acceptable quality,499,499,1
6.0157433,6.3138667,Ika South,Well,Mechanized Pump,NA,NA,Acceptable quality,981,2773,0.353768481788677
6.7335067,6.2877332,Esan North-East,Well,Mechanized Pump,NA,NA,Acceptable quality,2388,2895,0.824870466321244
6.5008367,3.1910317,Ojo,Well,Mechanized Pump,2010,NA,Acceptable quality,20924,20924,1
6.3392257,8.0650743,Ebonyi,Well,Hand Pump,NA,Community Management,Acceptable quality,41,243,0.168724279835391
6.05299,7.8524167,Onicha,Well,Hand Pump,NA,NA,Acceptable quality,0,0,NA
6.9023594,3.9674569,Ijebu North-East,Well,Mechanized Pump,NA,Direct Government Operation,Acceptable quality,850,850,1
6.8268467,3.6420633,Shagamu,Well,Mechanized Pump,1990,Community Management,Acceptable quality,610,3103,0.196583951015147
5.7257091,7.1335024,Nkwerre,Well,Mechanized Pump,NA,Community Management,Acceptable quality,7416,8122,0.913075597143561
6.0004367,8.7416233,Ikom,Well,Mechanized Pump,NA,Community Management,Acceptable quality,2549,2549,1
6.19874,7.9480483,Ezza North,Well,Hand Pump,NA,NA,No because of Taste,0,0,NA
6.1269917,8.994415,Boki,Well,Hand Pump,2008,NA,No because of Taste,483,2200,0.219545454545455
6.3423085,7.7788997,Ishielu,Well,Hand Pump,NA,NA,Acceptable quality,172,172,1
6.3129746,8.1132874,Ebonyi,Well,Mechanized Pump,NA,School Management,Acceptable quality,4,34,0.117647058823529
6.2508467,7.4795016,Nkanu West,Well,Mechanized Pump,2014,Community Management,No because of Colour,4816,8060,0.597518610421836
6.5279717,3.1339683,Ado Odo/Ota,Well,Mechanized Pump,1992,Health Care Facility,Acceptable quality,144,450,0.32
6.2414467,7.8580731,Ishielu,Well,Hand Pump,NA,NA,No because of Taste,0,0,NA
6.6522367,6.468835,Esan South-East,Well,Mechanized Pump,NA,NA,Acceptable quality,1016,1016,1
6.9373717,6.9566304,Igalamela-Odolu,Well,Hand Pump,2012,NA,No because of Taste,0,0,NA
6.1494734,8.1025326,Ezza South,Well,Mechanized Pump,NA,Direct Government Operation,Acceptable quality,0,0,NA
6.4628283,8.93874,Obudu,Well,Hand Pump,2012,NA,Acceptable quality,517,3061,0.16889905259719
6.7014156,3.2376128,Ado Odo/Ota,Well,Mechanized Pump,NA,NA,Acceptable quality,4,26,0.153846153846154
6.6145283,8.6701267,Yala,Well,Mechanized Pump,NA,Direct Government Operation,Acceptable quality,47,332,0.141566265060241
6.0279317,6.2877433,Ika South,Well,Mechanized Pump,NA,NA,Acceptable quality,5648,5648,1
6.4633467,5.1210183,Ovia South-West,Well,Mechanized Pump,NA,NA,Acceptable quality,1652,3013,0.54829074012612
5.8009067,8.716165,Etung,Well,Mechanized Pump,NA,NA,Acceptable quality,218,455,0.479120879120879
6.6880907,3.2324976,Ado Odo/Ota,Well,Mechanized Pump,NA,NA,Acceptable quality,0,0,NA
6.20255,6.7261383,Oshimili South,Well,Hand Pump,2012,NA,No because of Colour,4469,9359,0.477508280799231
6.7403436,3.2605182,Ifo,Well,Mechanized Pump,2013,NA,Acceptable quality,548,1116,0.491039426523298
6.457245,4.6184933,Ilaje,Spring,Mechanized Pump,NA,NA,No because of Colour,272,272,1
5.6281277,7.318693,Ehime-Mbano,Well,Mechanized Pump,2000,NA,No because of Taste,1337,4768,0.280411073825503
6.7006167,8.9043533,Bekwarra,Well,Hand Pump,NA,NA,No because of Taste,739,3098,0.2385409941898
6.37052,5.6969717,Uhunmwonde,Well,Mechanized Pump,2011,Direct Government Operation,Acceptable quality,5521,5521,1
6.25705,4.9977967,Ese-Odo,Well,Mechanized Pump,2011,NA,No because of Colour,147,479,0.306889352818372
6.338179,7.5711369,Nkanu West,Well,Hand Pump,2013,NA,Acceptable quality,725,2475,0.292929292929293
6.4679767,9.1127933,Obudu,Well,Hand Pump,NA,NA,No because of Taste,1280,1280,1
6.276765,6.0871,Ika South,Well,Mechanized Pump,2005,NA,Acceptable quality,1577,1577,1
6.9354267,3.724175,Remo-North,Well,Mechanized Pump,NA,NA,Acceptable quality,688,2533,0.271614686142914
6.6786497,8.0915182,Ebonyi,Well,Hand Pump,NA,NA,No because of Colour,266,266,1
6.5268917,7.9371833,Ado,Well,Hand Pump,NA,Community Management,Acceptable quality,920,1577,0.583386176284084
6.10601,8.3606383,Obubra,Well,Mechanized Pump,2012,Community Management,Acceptable quality,12,57,0.210526315789474
6.0102284,5.7041842,Ethiope West,Well,Mechanized Pump,2009,NA,Acceptable quality,3817,3817,1
6.5428017,3.3835967,Shomolu,Well,Mechanized Pump,NA,NA,Acceptable quality,18722,29663,0.631156659811887
6.5362363,3.2517605,Alimosho,Well,Mechanized Pump,2008,Community Management,Acceptable quality,4642,5322,0.872228485531755
6.6910286,3.2232195,Ado Odo/Ota,Well,Mechanized Pump,NA,NA,Acceptable quality,270,1350,0.2
6.3081767,5.648035,Ikpoba-Okha,Well,Mechanized Pump,NA,Direct Government Operation,Acceptable quality,1398,4440,0.314864864864865
6.4745617,5.5858533,Ovia North-East,Well,Mechanized Pump,NA,NA,Acceptable quality,3492,7291,0.478946646550542
6.0413517,6.8995733,Idemili South,Well,Mechanized Pump,NA,NA,Acceptable quality,2735,7339,0.372666575827769
6.4428917,8.5890033,Ogoja,Well,Hand Pump,NA,Community Management,No because of Odour,1112,1112,1
6.9835717,7.690085,Ogbadibo,Well,Mechanized Pump,NA,Community Management,Acceptable quality,141,432,0.326388888888889
6.59651,8.8882783,Bekwarra,Well,Hand Pump,NA,Community Management,Acceptable quality,1697,5457,0.310976727139454
6.1457683,8.3820817,Obubra,Well,Hand Pump,2008,Community Management,Acceptable quality,6926,6926,1
5.6160233,8.0433667,Biase,Well,Hand Pump,1993,NA,No because of Taste,1215,4475,0.271508379888268
5.9343299,8.1188852,Abi,Well,Hand Pump,NA,NA,No because of Taste,50,122,0.40983606557377
6.152045,6.0592533,Orhionmwon,Well,Mechanized Pump,NA,Other,Acceptable quality,2864,3181,0.900345803206539
6.1646599,7.8446496,Onicha,Well,Hand Pump,NA,Community Management,Acceptable quality,0,0,NA
6.1456783,6.9554317,Njikoka,Well,Mechanized Pump,2013,NA,Acceptable quality,4138,4138,1
6.6355017,4.4432167,Odigbo,Well,Mechanized Pump,NA,NA,Acceptable quality,3372,3470,0.971757925072046
6.2813367,7.9141283,Ezza North,Well,Hand Pump,NA,NA,No because of Odour,0,0,NA
6.3313195,6.9345866,Anambra East,Well,Hand Pump,2010,Other,Acceptable quality,1241,2240,0.554017857142857
6.1378062,7.7834162,Onicha,Well,Hand Pump,NA,NA,Acceptable quality,567,1394,0.40674318507891
6.1086916,7.8233622,Onicha,Well,Hand Pump,NA,Community Management,No because of Colour,210,1027,0.204479065238559
6.3366277,7.5796519,Nkanu West,Well,Hand Pump,2003,NA,Acceptable quality,1177,3629,0.324331771837972
6.7129634,6.1870669,Esan Central,Well,Mechanized Pump,2014,NA,Acceptable quality,1145,1145,1
6.1948817,8.630565,Ikom,Well,Hand Pump,NA,NA,Acceptable quality,697,3609,0.193128290385148
6.0901283,7.8066078,Onicha,Well,Hand Pump,NA,Community Management,Acceptable quality,1031,4330,0.23810623556582
6.418595,4.0652267,Ibeju-Lekki,Well,Mechanized Pump,2009,NA,Acceptable quality,243,807,0.301115241635688
6.411105,6.2907967,Esan South-East,Well,Mechanized Pump,NA,NA,No because of Odour,3100,3100,1
6.019205,7.9057319,Onicha,Well,Hand Pump,NA,NA,No because of Odour,0,0,NA
6.8301955,6.5820227,Etsako Central,Spring,Mechanized Pump,2008,NA,No because of Taste,6494,6494,1
6.5943167,6.2449917,Igueben,Well,Mechanized Pump,NA,Other,Acceptable quality,5265,11781,0.446906035141329
6.6098283,8.85783,Bekwarra,Well,Mechanized Pump,NA,Direct Government Operation,Acceptable quality,825,3145,0.262321144674086
6.2005683,6.7242933,Oshimili South,Well,Mechanized Pump,NA,NA,Acceptable quality,6399,11522,0.555372331192501
